Actual_DO,Actual_pH,Actual_BOD,Pred_DO,Pred_pH,Pred_BOD,Actual_WQI,Predicted_WQI,Actual_Class,Predicted_Class
6.1,8.38,3.7,6.484455,7.846128,3.7963924,80.0,80.0,Good,Good
6.6,8.02,3.7,6.893916,8.133654,3.9427738,80.0,80.0,Good,Good
7.0,8.35,3.8,6.8456197,7.9442067,3.7673564,80.0,80.0,Good,Good
7.7,8.46,4.2,7.504825,8.186132,3.9418278,80.0,80.0,Good,Good
8.4,8.45,3.9,8.219831,8.3053255,4.262561,88.0,88.0,Good,Good
10.8,8.43,3.6,9.043335,8.338489,3.9183373,88.0,88.0,Good,Good
10.7,8.31,3.3,10.33748,8.301113,3.4693217,88.0,88.0,Good,Good
10.6,8.39,3.8,10.195723,8.291064,3.378274,88.0,88.0,Good,Good
10.3,8.42,4.4,9.993089,8.285073,3.6725461,88.0,88.0,Good,Good
9.6,8.28,4.2,9.373369,8.268271,4.176367,88.0,88.0,Good,Good
8.6,8.14,4.6,8.914166,8.212237,4.2089233,88.0,88.0,Good,Good
8.0,8.14,3.6,8.124624,8.151027,4.412614,88.0,88.0,Good,Good
7.8,8.41,3.9,8.076638,8.10762,3.7234397,80.0,88.0,Good,Good
7.6,8.36,5.0,7.6440277,8.227796,4.1854396,80.0,80.0,Good,Good
7.6,8.38,4.6,7.060226,8.099829,4.615267,80.0,80.0,Good,Good
7.5,8.36,4.2,7.13894,8.117503,4.4559174,80.0,80.0,Good,Good
6.9,8.36,4.6,7.1709905,8.115582,4.2610703,80.0,80.0,Good,Good
6.3,8.33,4.3,6.8382945,8.089736,4.425375,80.0,80.0,Good,Good
5.9,8.18,4.5,6.6141076,8.052746,4.269898,72.0,80.0,Good,Good
6.4,7.81,4.3,6.426821,7.9786563,4.3172803,80.0,80.0,Good,Good
6.6,7.9,4.2,6.5191545,7.8248005,4.1650167,80.0,80.0,Good,Good
6.5,7.84,4.2,6.6185784,7.8628726,4.085141,80.0,80.0,Good,Good
6.7,7.98,4.4,6.5042844,7.8379292,3.9962106,80.0,80.0,Good,Good
6.9,8.0,3.3,6.756194,7.931039,4.1356654,80.0,80.0,Good,Good
6.8,8.24,3.4,7.031519,8.008879,3.457102,80.0,80.0,Good,Good
8.0,8.0,3.2,7.134549,8.110932,3.4221182,88.0,80.0,Good,Good
8.2,8.34,3.0,8.202186,8.10331,3.2927964,94.0,88.0,Excellent,Good
9.1,8.44,2.8,8.854073,8.318494,3.0594704,94.0,88.0,Excellent,Good
9.6,8.38,3.0,9.686965,8.367571,2.9374757,94.0,94.0,Excellent,Excellent
7.4,8.2,2.8,7.8329124,8.002959,2.9015834,86.0,86.0,Good,Good
7.5,8.0,2.7,7.8511863,8.068584,2.9702964,86.0,86.0,Good,Good
7.6,8.1,2.9,8.00054,8.023633,2.8497033,86.0,94.0,Good,Excellent
7.8,7.7,2.8,8.003325,8.078459,2.9592364,86.0,94.0,Good,Excellent
7.8,8.1,2.7,8.121465,7.97806,2.8022416,86.0,94.0,Good,Excellent
8.4,8.2,2.3,8.116397,8.072748,2.784911,94.0,94.0,Excellent,Excellent
9.6,7.8,2.2,8.779472,8.196471,2.4267318,94.0,94.0,Excellent,Excellent
8.3,8.18,2.2,8.936548,8.110298,2.3597136,94.0,94.0,Excellent,Excellent
9.5,8.16,2.4,8.671171,8.160956,2.3454332,94.0,94.0,Excellent,Excellent
7.5,8.11,2.5,9.266222,8.215477,2.3309355,86.0,94.0,Good,Excellent
8.9,7.87,2.5,7.9594226,8.060014,2.5657523,94.0,86.0,Excellent,Good
7.9,7.74,2.7,8.706858,8.092157,2.431961,86.0,94.0,Good,Excellent
8.0,7.92,2.4,8.008817,7.9309335,2.6343083,94.0,94.0,Excellent,Excellent
8.1,8.08,2.6,8.130423,7.976521,2.4697258,94.0,94.0,Excellent,Excellent
8.4,8.08,2.8,8.199204,8.045123,2.6309085,94.0,94.0,Excellent,Excellent
7.5,8.21,2.5,8.278675,8.067791,2.772738,86.0,94.0,Good,Excellent
8.4,8.14,2.6,7.8558154,8.054289,2.600777,94.0,86.0,Excellent,Good
8.0,8.21,2.7,8.399537,8.122518,2.6404376,94.0,94.0,Excellent,Excellent
8.5,8.18,2.8,8.174755,8.111037,2.7230282,94.0,94.0,Excellent,Excellent
8.4,8.22,2.7,8.628695,8.203355,2.7673142,94.0,94.0,Excellent,Excellent
8.7,8.28,2.6,8.613059,8.212693,2.7341661,94.0,94.0,Excellent,Excellent
8.1,8.28,2.7,8.920761,8.262071,2.6540365,94.0,94.0,Excellent,Excellent
8.7,8.24,2.7,8.3880005,8.200508,2.7678022,94.0,94.0,Excellent,Excellent
8.6,8.28,2.8,8.900207,8.252926,2.7151258,94.0,94.0,Excellent,Excellent
8.6,8.24,2.6,8.842876,8.253844,2.7543488,94.0,94.0,Excellent,Excellent
8.5,8.15,2.7,8.849696,8.249685,2.6708765,94.0,94.0,Excellent,Excellent
8.7,8.18,2.6,8.690619,8.209701,2.7203312,94.0,94.0,Excellent,Excellent
8.4,8.12,2.7,8.848367,8.235136,2.6742291,94.0,94.0,Excellent,Excellent
8.4,8.26,2.7,8.531473,8.175971,2.7344234,94.0,94.0,Excellent,Excellent
8.8,8.14,2.7,8.604048,8.216513,2.7334304,94.0,94.0,Excellent,Excellent
9.1,8.23,2.8,8.752948,8.204035,2.7500837,94.0,94.0,Excellent,Excellent
8.9,8.23,2.8,8.957627,8.239165,2.7874904,94.0,94.0,Excellent,Excellent
8.5,8.35,2.8,8.825902,8.224138,2.7976763,94.0,94.0,Excellent,Excellent
8.7,8.14,2.7,8.624267,8.227087,2.7815318,94.0,94.0,Excellent,Excellent
8.3,8.35,2.7,8.625668,8.182238,2.769186,94.0,94.0,Excellent,Excellent
8.7,8.21,2.8,8.477453,8.211414,2.753296,94.0,94.0,Excellent,Excellent
8.4,8.38,2.8,8.678388,8.203004,2.8069816,94.0,94.0,Excellent,Excellent
8.6,8.14,2.7,8.548806,8.227315,2.7837987,94.0,94.0,Excellent,Excellent
7.9,8.22,2.8,8.598958,8.181202,2.7619338,86.0,94.0,Good,Excellent
8.1,8.26,2.7,8.189137,8.158622,2.8094766,94.0,94.0,Excellent,Excellent
7.8,8.27,2.6,8.376669,8.190593,2.7512176,86.0,94.0,Good,Excellent
7.9,8.32,2.8,8.21128,8.18404,2.71545,86.0,94.0,Good,Excellent
7.4,8.06,2.8,8.290209,8.211628,2.7835727,86.0,94.0,Good,Excellent
7.8,7.79,2.8,7.888546,8.124277,2.8178682,86.0,86.0,Good,Good
7.8,7.72,2.7,8.142111,8.065161,2.80015,86.0,94.0,Good,Excellent
7.8,7.95,2.7,8.125151,8.0303,2.7649424,86.0,94.0,Good,Excellent
7.2,7.91,2.7,8.223829,8.099684,2.7548192,86.0,94.0,Good,Excellent
7.9,7.88,2.8,7.6419153,8.010718,2.8324752,86.0,86.0,Good,Good
7.6,7.38,2.9,8.233389,8.064831,2.797517,86.0,94.0,Good,Excellent
7.6,7.64,2.8,7.706706,7.845301,2.944987,86.0,86.0,Good,Good
7.4,8.03,3.0,7.9025493,7.9067016,2.8623047,86.0,86.0,Good,Good
8.1,8.35,2.8,7.6545997,7.963531,3.060638,94.0,80.0,Excellent,Good
8.6,8.07,2.9,8.189287,8.178569,2.9316819,94.0,94.0,Excellent,Excellent
8.8,8.28,2.8,8.620542,8.120634,2.9157872,94.0,94.0,Excellent,Excellent
9.1,8.25,2.6,8.764182,8.194892,2.8098834,94.0,94.0,Excellent,Excellent
12.5,8.08,2.9,8.985847,8.20326,2.6419544,94.0,94.0,Excellent,Excellent
11.5,8.08,2.9,9.808423,8.149563,2.8461714,94.0,94.0,Excellent,Excellent
10.9,8.27,2.7,9.769478,8.176858,2.8599923,94.0,94.0,Excellent,Excellent
8.2,8.22,2.8,9.76681,8.21376,2.4985251,94.0,94.0,Excellent,Excellent
8.7,8.27,2.8,8.4359665,8.172788,2.8535774,94.0,94.0,Excellent,Excellent
8.8,8.16,2.9,8.741135,8.218555,2.794514,94.0,94.0,Excellent,Excellent
8.9,8.32,2.9,8.764509,8.208448,2.8423762,94.0,94.0,Excellent,Excellent
12.5,8.08,2.9,8.871481,8.233258,2.8245325,94.0,94.0,Excellent,Excellent
9.5,8.05,2.8,10.264126,8.103965,3.057761,94.0,88.0,Excellent,Good
8.2,8.33,2.7,8.69449,8.145033,2.8688507,94.0,94.0,Excellent,Excellent
8.3,8.37,2.8,8.305858,8.153411,2.7535295,94.0,94.0,Excellent,Excellent
8.5,8.03,2.5,8.376683,8.174935,2.7904372,94.0,94.0,Excellent,Excellent
8.3,7.72,2.5,8.408493,8.120447,2.6258764,94.0,94.0,Excellent,Excellent
8.2,7.75,2.5,8.251334,8.049485,2.6041758,94.0,94.0,Excellent,Excellent
8.3,8.02,2.4,8.267711,8.0531645,2.6057177,94.0,94.0,Excellent,Excellent
8.3,7.7,2.4,8.442165,8.111088,2.5696385,94.0,94.0,Excellent,Excellent
8.1,7.83,2.3,8.225609,8.018934,2.5655808,94.0,94.0,Excellent,Excellent
8.5,7.88,2.6,8.221481,8.01803,2.5021863,94.0,94.0,Excellent,Excellent
8.0,7.79,2.7,8.357911,8.05341,2.6179957,94.0,94.0,Excellent,Excellent
8.1,7.91,3.0,8.071154,7.956408,2.7068634,94.0,94.0,Excellent,Excellent
7.8,7.88,3.0,8.057207,7.9550667,2.9473238,86.0,94.0,Good,Excellent
7.9,7.84,3.0,7.9126425,7.9013996,2.934552,86.0,86.0,Good,Good
8.1,7.86,3.0,7.9300504,7.858166,2.9515023,94.0,86.0,Excellent,Good
9.5,8.12,1.8,8.890421,8.02771,1.5432887,100.0,100.0,Excellent,Excellent
8.6,7.77,1.4,8.748289,7.9937305,1.6616702,100.0,100.0,Excellent,Excellent
9.6,7.64,1.4,8.171511,7.861018,1.7465787,100.0,100.0,Excellent,Excellent
8.1,8.13,1.2,8.082568,7.810874,1.9300662,100.0,100.0,Excellent,Excellent
8.4,7.84,1.3,7.9800563,7.8264513,1.5794117,100.0,92.0,Excellent,Excellent
8.7,7.79,1.0,7.8571396,7.7690015,1.7079093,100.0,92.0,Excellent,Excellent
7.9,7.79,1.0,8.309586,7.9269524,1.5564771,92.0,100.0,Excellent,Excellent
7.8,8.04,1.6,7.7116632,7.8604884,1.6574659,92.0,92.0,Excellent,Excellent
7.9,7.54,1.7,7.6812687,7.790335,1.7016692,92.0,92.0,Excellent,Excellent
5.9,7.6,1.2,7.701099,7.7361608,1.852513,84.0,92.0,Good,Excellent
6.5,7.63,1.1,6.73092,7.7336617,1.9821401,92.0,92.0,Excellent,Excellent
6.3,7.66,2.0,6.880048,7.740174,1.8894721,92.0,92.0,Excellent,Excellent
5.6,7.5,2.1,6.69879,7.6649637,2.0424356,78.0,86.0,Good,Good
8.3,7.8,1.2,6.4063973,7.632661,2.021661,100.0,86.0,Excellent,Good
6.9,7.95,2.4,7.8601837,7.7396054,1.4598958,86.0,92.0,Good,Excellent
6.0,7.81,1.8,7.099287,7.682732,1.8083402,92.0,92.0,Excellent,Excellent
7.5,7.72,1.0,6.547698,7.7608204,1.9987563,92.0,92.0,Excellent,Excellent
6.1,7.86,2.8,7.4805613,7.7459836,1.4909232,86.0,92.0,Good,Excellent
7.9,7.89,1.6,6.4068794,7.7243876,2.257228,92.0,86.0,Excellent,Good
8.0,8.01,1.4,7.6931534,7.7903185,1.5971096,100.0,92.0,Excellent,Excellent
10.8,8.2,1.0,8.018151,7.9103527,1.4969594,100.0,100.0,Excellent,Excellent
7.6,8.55,1.4,9.1712675,8.094666,1.2631228,86.0,100.0,Good,Excellent
9.8,8.37,1.1,8.89555,8.247036,1.3056043,100.0,100.0,Excellent,Excellent
11.5,8.65,1.1,9.292281,8.169907,1.2311625,94.0,100.0,Excellent,Excellent
10.2,7.98,1.0,9.495947,8.207769,1.2631619,100.0,100.0,Excellent,Excellent
9.1,8.03,1.3,9.057478,8.068273,1.3804553,100.0,100.0,Excellent,Excellent
8.0,8.03,1.9,8.962992,8.077638,1.3288772,100.0,100.0,Excellent,Excellent
8.9,8.46,1.5,8.277053,7.9409304,1.5160247,100.0,100.0,Excellent,Excellent
8.4,7.34,1.0,9.019659,8.116282,1.2517111,100.0,100.0,Excellent,Excellent
8.5,7.87,1.9,8.715796,8.124878,1.5870614,100.0,100.0,Excellent,Excellent
8.3,7.97,1.0,8.12363,7.9363256,1.8557528,100.0,100.0,Excellent,Excellent
8.9,7.82,1.8,7.94628,7.9021716,1.6154168,100.0,92.0,Excellent,Excellent
7.9,7.44,1.7,8.201716,7.957964,1.8933213,92.0,100.0,Excellent,Excellent
8.2,7.37,1.0,7.8242493,7.844484,1.9348564,100.0,92.0,Excellent,Excellent
7.4,7.49,1.4,7.6244755,7.791918,1.9441801,92.0,92.0,Excellent,Excellent
7.7,7.2,2.2,7.308995,7.717447,1.9283917,86.0,92.0,Good,Excellent
6.7,6.96,2.0,7.576422,7.6604934,2.0061972,92.0,86.0,Excellent,Good
6.6,7.53,2.0,7.068567,7.5260277,1.9336356,92.0,92.0,Excellent,Excellent
8.1,7.2,1.3,6.858267,7.5970945,2.0362449,100.0,86.0,Excellent,Good
6.9,7.34,1.7,7.5723977,7.6631727,1.827411,92.0,92.0,Excellent,Excellent
7.9,7.63,1.6,7.1517572,7.5781174,1.8372638,92.0,92.0,Excellent,Excellent
7.7,7.39,1.6,7.5516453,7.607116,1.6630371,92.0,92.0,Excellent,Excellent
9.5,7.3,1.3,7.565253,7.5930147,1.6761876,100.0,92.0,Excellent,Excellent
9.7,7.77,1.0,8.653929,7.4095488,1.255085,100.0,100.0,Excellent,Excellent
8.2,7.68,1.0,8.508725,7.647628,1.3677901,100.0,100.0,Excellent,Excellent
8.6,8.33,1.0,7.7773867,7.6079326,1.4625953,100.0,92.0,Excellent,Excellent
8.1,7.58,1.3,8.05546,7.7719154,1.5812211,100.0,100.0,Excellent,Excellent
8.5,7.56,1.4,7.669004,7.621492,1.5682143,100.0,92.0,Excellent,Excellent
8.1,8.13,1.4,7.7952023,7.6435437,1.5710036,100.0,92.0,Excellent,Excellent
7.7,7.77,2.2,7.754779,7.723609,1.5433974,86.0,92.0,Good,Excellent
8.2,7.78,1.6,7.4841614,7.60105,1.7702177,100.0,92.0,Excellent,Excellent
8.8,7.62,2.1,7.652164,7.648842,1.6246986,94.0,92.0,Excellent,Excellent
8.1,7.92,1.9,7.980226,7.674595,1.7352189,100.0,92.0,Excellent,Excellent
7.9,7.59,2.0,7.794571,7.673081,1.640517,92.0,92.0,Excellent,Excellent
8.2,8.01,2.1,7.6243544,7.6529813,1.8594346,94.0,92.0,Excellent,Excellent
7.3,7.59,2.4,7.767736,7.6910744,1.6768485,86.0,92.0,Good,Excellent
7.6,8.03,1.4,7.354671,7.615063,2.00359,92.0,86.0,Excellent,Good
7.4,7.64,1.8,7.354336,7.724196,1.7306039,92.0,92.0,Excellent,Excellent
7.5,7.59,2.1,7.4222126,7.63321,1.8511974,86.0,92.0,Good,Excellent
7.7,7.72,1.3,7.451424,7.621261,1.9321668,92.0,92.0,Excellent,Excellent
8.1,7.68,1.8,7.3964915,7.6498094,1.657239,100.0,92.0,Excellent,Excellent
8.3,7.81,1.4,7.6134443,7.62043,1.7465307,100.0,92.0,Excellent,Excellent
8.0,7.72,2.5,7.6737623,7.642096,1.598398,94.0,92.0,Excellent,Excellent
8.1,7.74,1.0,7.458225,7.592264,1.9658169,100.0,92.0,Excellent,Excellent
7.7,7.82,1.8,7.5233464,7.618367,1.5008216,92.0,92.0,Excellent,Excellent
8.9,7.21,1.1,7.4509907,7.622008,1.7310206,100.0,92.0,Excellent,Excellent
8.4,7.25,1.7,7.8927593,7.455944,1.4280639,100.0,92.0,Excellent,Excellent
8.4,7.76,1.4,7.7471313,7.479646,1.50296,100.0,92.0,Excellent,Excellent
7.9,7.64,1.6,7.712761,7.6042466,1.5012265,92.0,92.0,Excellent,Excellent
8.2,7.86,1.0,7.5485334,7.58021,1.6143702,100.0,92.0,Excellent,Excellent
7.9,7.26,1.0,7.69639,7.6472645,1.4282068,92.0,92.0,Excellent,Excellent
7.9,7.55,1.0,7.590338,7.5359464,1.4736598,92.0,92.0,Excellent,Excellent
8.1,7.88,1.0,7.6020436,7.584042,1.4322951,100.0,92.0,Excellent,Excellent
7.7,7.84,1.2,7.6822577,7.6438837,1.3979743,92.0,92.0,Excellent,Excellent
7.8,7.88,1.0,7.452037,7.6176248,1.4875588,92.0,92.0,Excellent,Excellent
8.2,7.24,1.3,7.48697,7.630581,1.3624009,100.0,92.0,Excellent,Excellent
8.5,7.79,1.3,7.6505585,7.5091105,1.4208846,100.0,92.0,Excellent,Excellent
8.2,7.78,1.1,7.873349,7.6090403,1.3245604,100.0,92.0,Excellent,Excellent
8.2,8.01,1.5,7.697469,7.6074276,1.3323911,100.0,92.0,Excellent,Excellent
8.5,7.68,1.1,7.635849,7.644072,1.4080049,100.0,92.0,Excellent,Excellent
7.8,7.48,1.2,7.7890377,7.611852,1.3144631,92.0,92.0,Excellent,Excellent
7.8,7.64,1.2,7.5406904,7.5812387,1.414555,92.0,92.0,Excellent,Excellent
7.6,7.89,2.1,7.482731,7.589052,1.403508,86.0,92.0,Good,Excellent
7.4,7.5,1.2,7.3128166,7.59385,1.621539,92.0,92.0,Excellent,Excellent
7.3,7.89,2.8,7.3001704,7.59126,1.5201613,86.0,92.0,Good,Excellent
7.6,7.6,1.5,7.1670523,7.5847235,1.828115,92.0,92.0,Excellent,Excellent
7.6,7.67,1.6,7.427577,7.60204,1.637145,92.0,92.0,Excellent,Excellent
7.2,7.65,1.3,7.429533,7.605324,1.6589079,92.0,92.0,Excellent,Excellent
7.2,7.29,1.1,7.159293,7.6133547,1.5948856,92.0,92.0,Excellent,Excellent
8.5,7.4,1.4,7.191246,7.5583463,1.6048906,100.0,92.0,Excellent,Excellent
7.7,7.37,1.9,7.6245823,7.557329,1.554191,92.0,92.0,Excellent,Excellent
